id,oriented,tetrahedra,flat count,negative count
nLLLALALQkcegfgghjlmklmmaqaapjsleqriic,0,13,4,0
nLLLMLLPQkcddefhklkjlmmmtgfmjacbkjcxua,0,13,2,0
nLLvMvAQQkcdefhjimmllklmhspbrastplbfjr,0,13,2,0
nLLLPzwAQkcddghijkimllmmtgfgghhahusfee,0,13,2,0
nLLLMPLzQkcddefihkllkmmmtgfmjhawhdwmhs,0,13,3,0
nLLLMLzPQkcddefhjmljmllmtgfmjaadujauau,0,13,3,0
nLLLMPLzQkcddefihkjlmlmmtgfmjhawwdpahk,0,13,3,0
nLLLAwwAQkcddeghjjljlmmmtgfmgmmgmgluqo,0,13,3,0
nLLLLwQzQkcddhgghkllkmmmtgfgcvkduqjqdv,0,13,3,0
nLLLMLLPQkcddefhikjlkmmmtgfmjawrjsjuau,0,13,3,0
nLLvMvMQQkcdefimkmillkmlhspbfmppjlbfwj,0,13,2,0
nLLLPzwAQkcddghijkikmlmmtgfgghhahvlfle,0,13,2,0
nLLLMPLLQkcddefihkllkmmmtgfmjhawadwuaf,0,13,3,0
nLLLMLvQQkcddefhlkmjlmmltgfmjafbpjgxak,0,13,2,0
nLLLMPLLQkcddefihkjlmlmmtgfmjhawrdiaac,0,13,3,0
nLLLAwPPMkcddeghiillkmmmtgfmgmhcamvlxo,0,13,3,0
nLLLLAAwQkcddhgighjllmmmtgfgclvkbaehev,0,13,3,0
nLLLLAMAMkbedffgikijlmmmaafssofhjxxxjo,0,13,4,0
nLLLLzwQQkcddfihjllkmkmmukfkdvltkwfknv,0,13,3,0
nLLALLzPQkbcedhgjljkmmlmasxfxnihsnqqij,0,13,3,0
nLLLAPvAQkcegfgigjklmmlmahaaphjtkvdeve,0,13,4,0
nLLALLwAQkbcedhgjlklmkmmasxfxnaxralneo,0,13,4,0
nLLLQvALQkbedegfjilmklmmaafmmwqwmploss,0,13,4,0
nLLALLMLQkbcedhgjillkmmmlsajxjactpjxqv,0,13,4,0
nLLALzwPQkbcedhgjmljklmmlsajxchahvkxqo,0,13,3,0
nLLALLzQMkccdehgjiklkmmmtnnaqnigwmombb,0,13,4,0
nLLALLLPQkbcedhgkmlkmllmasxfxnndwnmwnm,0,13,4,0
nLLAvLwQQkbcedhhljlkmlmmlsajahbrrbwbbo,0,13,3,0
nLLAvLMPQkccdegjjlmmkmlltnnanunrqqoewn,0,13,4,0
nLLLAPvQPkcegfgigjklkmmmahaaphjtbwgadt,0,13,4,0
nLLALLwAQkbcedhgjlkjmlmmasxfxnaxrnixmb,0,13,4,0
nLLLQvAzQkbedegfjiklkmmmaafmmwqweticws,0,13,4,0
nLLALLwPQkbcedhgjlmjkmlmlsajxjamljjmlw,0,13,4,0
nLLALLwAQkbcedhgikjkmlmmlsajxjewbrdejj,0,13,4,0
lLLAvMMQcbcedihhjijkklsajdahpjbnj,0,11,2,0
lLLLMPLQcacfggigijkkknkgojhgkoila,0,11,2,0
lLLAMLPMcbcedfghijjkkajhfxhfjhxos,0,11,2,0
lLLALAMMcbcedhghiijkklsajxwehsbxr,0,11,1,0
nLLLvzAQQkcddjhhjmkllmlmukfhwvitogcrcn,0,13,3,0
nLLLLvPQQkcddghkkmjlllmmukfrvmmmogccjv,0,13,3,0
nLLALLMMPkbcedhgikilkmmmasxfxnuwkunlnb,0,13,4,0
nLLAvAwQPkccdeihhijklmmmakvhlpifockhhp,0,13,4,0
nLLALLvQQkbcedhikikmmllmlsajxakbjboogv,0,13,4,0
nLLALLPLQkbcedhgjjlkkmmmasxfxnirenoqnb,0,13,4,0
nLLLzAzAQkbdfeghikllmmmltvhtfgqhrbxetg,0,13,3,0
nLLAvAMwQkccdeihhkiklmmmakvhlpihfkpifv,0,13,4,0
nLLALzPLQkbcedhgkkljkmmmlsajxcabtvjurk,0,13,4,0
nLLLALMLQkcegfgghjjmlmlmahaapjjmnixxif,0,13,4,0
nLLALAMLPkccdefghijkmlmmakvhvkqhqkqvxx,0,13,4,0
nLLLALAwQkcegfgghiklmlmmahaapjjmrheien,0,13,4,0
nLLALzwQMkbcedhhjikjlmmmlsajxehknvkauu,0,13,4,0
nLLALPwPPkccdehhgikkmlmmtnnaqunuleawrr,0,13,4,0
nLLAMvAMMkbcedfgjjiklmmmajhfhxxijmvaaa,0,13,5,0
nLLAMvMAMkbcedfgjkijlmmmlsasxqqaftkaxx,0,13,5,0
nLLAMvAMMkbcedfgjijklmmmajhfxhhjeukaqq,0,13,5,0
nLLAMvAPMkbcedfgjijklmmmasxfxhhjmubauu,0,13,5,0
nLLAMvAPMkbcedfgjiljkmmmajhfxhhjeikamm,0,13,5,0
nLLLALwPQkcdgffijlmjmlmlhshalptaabppqp,0,13,4,0
nLLLALMMMkcdgffijjiklmmmhshalpdbofaavv,0,13,4,0
nLLAMvMAMkbcedfgjikjlmmmlsajhxxoaecaxx,0,13,5,0
nLLALLPMMkccdehgjkilkmmmtnnaqnijgaoiss,0,13,4,0
nLLALLMPMkbcedhgiijlkmmmlsajxjejbhjaww,0,13,4,0
nLLALLvQQkbcedhgjklkmlmmasxfxnnwwndndm,0,13,4,0
nLLAvAwAQkbcedihjlkjlmmmlsajhqhckkkmqq,0,13,3,0
nLLAvLzQQkbcedgkmlkmjllmlsajjmakbxgrjq,0,13,4,0
nLLLAPvMQkcegfgigjllmmlmahaaphjtovliva,0,13,4,0
nLLALLwQPkbcedhgjlklmkmmasxfxnaxrxunpj,0,13,4,0
nLLLQvALQkbedegfjillmmlmaafmmwqwmatwos,0,13,4,0
nLLALLwPQkbcedhgjmljklmmlsajxjamljjmlw,0,13,4,0
nLLALzwPQkbcedhgjlmjkmlmlsajxchxqvkaho,0,13,3,0
nLLALLPPMkccdehgjiklkmmmtnnaqnirwuomww,0,13,4,0
nLLLLLAMQkcddfjhklmkjlmmukfktvqagkjonf,0,13,3,0
nLLALLwPQkbcedhgilklmkmmasxfxnutwhinqj,0,13,3,0
nLLLAPvAQkcegfgigjlmklmmahaaphjtrigsih,0,13,4,0
nLLALLwAQkbcedhgjlkjmmlmasxfxnaxrnilar,0,13,4,0
nLLLQvAzQkbedegfjikmlmlmaafmmwqwedpcks,0,13,4,0
nLLALLwMQkbcedhgjkmjllmmlsajxjanhjptqv,0,13,4,0
nLLALLMzQkbcedhgikjkmlmmlsajxjegbrdiff,0,13,4,0
lLLAvLQQcbcediijhijkklsajxqldjnjj,0,11,2,0
lLLLMPLQcacfggigkjjkknkgojhgporel,0,11,2,0
lLLALwQPcbcedhgjhjkjklsajxwhesxbr,0,11,1,0
nLLLvzPQQkcddhhjijljmmlmukffvhhpscbvvo,0,13,3,0
nLLLzwMQPkcddhggiljlkmmmtgfjcvmhscjatx,0,13,3,0
nLLALLPMPkbcedhgjjikmlmmasxfxnirbnaefn,0,13,4,0
nLLAvAwAQkccdeihhijlmlmmakvhlpifocpkqq,0,13,4,0
nLLALvLQQkbcedhllkjmmmkllsajxabvvfgfbj,0,13,4,0
nLLALLwAQkbcedhgiijklmmmasxfxnukbneqcg,0,13,4,0
nLLLvPMQMkcddihgljkjlmmmtgfiovhmqoclad,0,13,3,0
nLLAvAMwQkccdeihhkimllmmakvhlpihfppmef,0,13,4,0
nLLALPvAQkbcedhgiijklmmmlsajxcabjvttog,0,13,4,0
nLLLALAPPkcegfgghijlmmlmahaapjjmnuaeur,0,13,4,0
nLLLALMzQkcegfgghjlmkmlmahaapjjmlhbixf,0,13,4,0
nLLALvAMQkbcedhkhlmkmmlllsajxhevavttkk,0,13,4,0
nLLALLAPMkbcedhghjklkmmmlsajxjemdadkvv,0,13,4,0
nLLAMvMAMkccdefgjikjlmmmtnkaqxxcamjaqq,0,13,5,0
nLLLALwQPkcdgffihlkjkmmmhshalpiagbnhjj,0,13,4,0
nLLLALPMMkcdgffihjiklmmmhshalphbonaajj,0,13,4,0
nLLAMvMMMkbcedfgjijlkmmmlsajhxxoeacaxx,0,13,5,0
nLLALLzMQkbcedhgjjmkklmmlsajxjmrajcaww,0,13,4,0
nLLALLMAMkbcedhgikjjlmmmlsajxjegcbaarr,0,13,4,0
nLLLLzMPQkcddfihkljlmkmmukfkdvttbkrkgw,0,13,3,0
nLLvLMwQQkcdfiijhkmmkllmhsksvsnlixemff,0,13,2,0
nLLLLMwPQkcdgfhhimlmlkmlhshksvsadjfojv,0,13,3,0
nLLLALzAQkcdgffihkjkmlmmhshalpdgkwamkv,0,13,4,0
nLLLALLQPkcdgffjkiljmmlmhshalaconsxmvl,0,13,3,0
nLLLALwQPkcdgffihkljlmmmhshalpirtbmeec,0,13,4,0
nLLMvPLPQkcdedhijjlkkmmmukhfxquwofomma,0,13,3,0
nLLMvALQPkbcefigjkjkmlmmlsamxcmhpvdbdd,0,13,4,0
nLLLALLQPkcdgffiljkjmmlmhshalpskokaest,0,13,4,0
nLLLALLMQkcdgffijikkmlmmhshalpbojnevhh,0,13,4,0
nLLLvvQQQkcddmhjiljkjmlmukfpvhhtpccbbv,0,13,3,0
nLLLvQwAQkcddhihgjjklmmmtgfoiovmorkxxe,0,13,3,0
nLLALzLMQkbcedhikkljmlmmlsajxtabfvtgeq,0,13,4,0
nLLLvMMAQkcddgkgijlmmllmtgfcxvemhuucsh,0,13,3,0
nLLALPLwQkbcedhgikilkmmmlsajxcavbhvunj,0,13,4,0
nLLvLMAQMkcdfiijkhkjlmmmhsksvspnajpkgj,0,13,3,0
nLLMvvQQPkcdedihjkljkmmmukhflduwbwgaea,0,13,3,0
nLLMvMALQkbcefihjjkllmmmlsamxgmpgjwggf,0,13,4,0
nLLLLMwPQkcdgfhhimkmkllmhshksvsaljjsvo,0,13,3,0
nLLLALLQPkcdgffikjljmlmmhshalpskokaste,0,13,4,0
nLLLALLQPkcdgfeikjijmlmmhchqqacrbgpjpx,0,13,3,0
nLLLALzQPkcdgffihkljlmmmhshalppbtbmttc,0,13,4,0
nLLLLLwQQkcddfjhmilkmklmukfktvaqnkofvw,0,13,3,0
nLLLALvQQkcdgffijmjklmlmhshalpkhkgwdsm,0,13,4,0
nLLLALLMQkcdgffijillmmmlhshalpbofveaav,0,13,4,0
nLLLvQwQPkcddhihgjjlmlmmtgfoiovmokmkpp,0,13,3,0
nLLLvwPQQkcddihjkkmljlmmukfmvummmcogvv,0,13,3,0
nLLALLLPQkbcedhilimlkmmllsajxaubebbxto,0,13,4,0
nLLLvPQzQkcddiighkjmklmmtgfldvkdmhbbuh,0,13,3,0
nLLALzPMPkbcedhgkkijlmmmlsajxcabkvthrv,0,13,4,0
nLLLwMMzQkcdgeijhklmmmllhsxpaasxhapprw,0,13,5,0
nLLvMzPMQkcdefjihlkmklmmhspbaonultbojw,0,13,2,0
nLLvMLLQQkcdefihkmmjkllmhspbsnmidlfwss,0,13,2,0
nLLLwwMMQkcdgehhlkmkklmmhshprshiakgvpu,0,13,3,0
nLLLAMvAQkbedgfhiljmklmmhhnhhhqhfdvtuc,0,13,3,0
nLLLMLzPQkcdgefikjjmmllmhshpbuhxfkjsfj,0,13,4,0
nLLLMvMQMkcdgfhhljkkjmmmhshawshdnnbhxq,0,13,4,0
nLLLMLAMMkcdgfgjhjkjlmmmhsaagislhvqhnv,0,13,4,0
nLLLwMzPQkcdgffjkmmjlmllhshaslhawsncsf,0,13,4,0
lLLLALPQccdgfeikkijjkhchqqahcnnnv,0,11,2,0
lLLLAPPPccdgfehhjikkkhshaqpphcqmd,0,11,3,0
nLLLMMzLQkcdgfhfijmllmlmhshawslhacnivi,0,13,4,0
nLLLwzQzQkcdgeihjhkmklmmhshppsiosafoix,0,13,2,0
lLLLLPMQccegehihkijkkqaqqwssqjqkv,0,11,3,0
nLLLLAPMPkcdghhiikkjmlmmhshrsrsluharaa,0,13,4,0
nLLLMLzQPkcdgefikijllmmmhshpbuhixocluh,0,13,4,0
nLLLMLMLQkcdgfhihkjllmmmhshawpshboohai,0,13,4,0
nLLLAwPzQkcdgfehkjljlmmmhchqaahfukulus,0,13,4,0
nLLLwLMMQkcdgfjhljmjmmllhshapshuwowfck,0,13,4,0
nLLLMMzLQkcdgfhfijmkklmmhshawslhancctt,0,13,4,0
lLLLMLQPccdgefhjhijkkhshpbsdklkan,0,11,1,0
lLLLMzAQccdgefiihjjkkhshpbaioqbss,0,11,1,0
lLLLMPPMccdgehhiiijkkhshpwchulmxj,0,11,1,0
lLLLLMMQccegfihikhjkkhaheskkhjinv,0,11,2,0
lLLLLMQPccdgifhijjkjkqsqwgnnhxxdj,1,11,0,0
nLLLzMMzQkcddhgjgilkmlmmtgfjcxvmjslkem,0,13,2,0
nLLAvPMPMkccdehihkjllmmmakvhppihvepmdf,0,13,3,0
nLLLvPAMQkcddiighljmkmlmtgfldvktjgbjck,0,13,2,0
nLLAvLAQPkccdeghklkjmkmmakvhgiaqfvqgvn,0,13,3,0
nLLLMLAzQkcdgefhiikkmlmmhshpbsulnsavxx,0,13,4,0
nLLALLAMMkccdefhjjkljmmmakvhvittqqbqqa,0,13,4,0
nLLLMLMMMkbedefjhijlkmmmaafdbakepqkqjs,0,13,4,0
nLLLLLMAQkcddhkglijmllmmtgfgxvaehhccdl,0,13,4,0
nLLLzAPLQkbdfeghijkmllmmtvhtfgqufmvsqx,0,13,2,0
nLLLvMMAQkcddhhgljkjmmlmtgfoovhmcgaaox,0,13,2,0
lLLLAzPQccegfehkjjjkkhahahrhauwnv,0,11,3,0
nLLLLLMQMkcddhkglijkkmmmtgfgavhiqccxpi,0,13,4,0
nLLLwzMPQkcdgehjlmmmkkllhshpfthawwrrjj,0,13,3,0
nLLLLAAAMkbedffgiikjlmmmaafssofsxhhxjo,0,13,4,0
nLLLvAPMQkcdghjillkmkmmlhshsasluaahrrw,0,13,4,0
nLLLLPMAPkcegfjghkikmlmmahaqhcfmkmhspt,0,13,4,0
nLLLMPPzMkbedfgihjiklmmmaajefpkhmrhhgb,0,13,4,0
nLLLwMMzQkcdgeijhklmkkmmhshpaqshaanvqq,0,13,5,0
mLLMvLMQQacdegkjlikjllnkanmoohkscme,0,12,1,0
mLLvLMMQQcdgiihhkkljllhsosvnrxuuslr,0,12,1,0
mLLvPAPQPcdefiijhjikllqsivbvqbavrqw,0,12,1,0
mLLLLPPMQacfhfikijllklnkgeklqmcmewa,0,12,1,0
mLLMLLMPQacdehgikjllklnkanqmvawmeiv,0,12,2,0
mLLMvMLQQacdehglikllkknkanmmakumeme,0,12,2,0
mLLPzMMPPcdeffhihjjklluflddqdabvlhj,0,12,1,0
mLLMLLMPQacdehgijlklklnkanqmvnmmhig,0,12,2,0
kLLMwMMkacdefgihijjnkankhvkcqk,1,10,0,0
mLLLLwQPQcddhgghkjkklltgfgcvkdrrjmn,0,12,2,0
mLLLPPLPQcddfhhgjjkklltgfcgovlrrkej,0,12,2,0
